id,term
24435511000001109,Attia 200mg modified-release capsules (Dr Reddy's Laboratories (UK) Ltd)
32447511000001106,Brilique 60mg tablets (AstraZeneca UK Ltd)
38121211000001106,Brilique 60mg tablets (DE Pharmaceuticals)
34672011000001105,Brilique 90mg orodispersible tablets (AstraZeneca UK Ltd)
18290311000001104,Brilique 90mg tablets (AstraZeneca UK Ltd)
37430811000001106,Brilique 90mg tablets (CST Pharma Ltd)
37621911000001109,Brilique 90mg tablets (Ethigen Ltd)
29980211000001109,Brilique 90mg tablets (Lexon (UK) Ltd)
37980211000001102,Brilique 90mg tablets (Pharmaram Ltd)
30043011000001109,Brilique 90mg tablets (Waymade Healthcare Plc)
375252000,Cilostazol 100mg tablets
23640511000001102,Cilostazol 100mg tablets (A A H Pharmaceuticals Ltd)
28981811000001104,Cilostazol 100mg tablets (Advanz Pharma)
23642511000001101,Cilostazol 100mg tablets (Alliance Healthcare (Distribution) Ltd)
35648811000001109,Cilostazol 100mg tablets (Consilient Health Ltd)
30030111000001102,Cilostazol 100mg tablets (DE Pharmaceuticals)
33589011000001102,Cilostazol 100mg tablets (Mylan)
29787711000001105,Cilostazol 100mg tablets (Sigma Pharmaceuticals Plc)
375254004,Cilostazol 50mg tablets
24918111000001100,Cilostazol 50mg tablets (A A H Pharmaceuticals Ltd)
24538511000001105,Cilostazol 50mg tablets (Alliance Healthcare (Distribution) Ltd)
35648611000001105,Cilostazol 50mg tablets (Consilient Health Ltd)
37743111000001102,Cilostazol 50mg tablets (CST Pharma Ltd)
37166511000001102,Cilostazol 50mg tablets (DE Pharmaceuticals)
33589311000001104,Cilostazol 50mg tablets (Mylan)
29787911000001107,Cilostazol 50mg tablets (Sigma Pharmaceuticals Plc)
16089411000001101,Clopidogrel 11mg oral powder sachets
16087211000001106,Clopidogrel 11mg oral powder sachets (Special Order)
18747911000001101,Clopidogrel 1mg/ml oral suspension
18739811000001102,Clopidogrel 1mg/ml oral suspension (Drug Tariff Special Order)
16072911000001108,Clopidogrel 25mg/5ml oral suspension
16060011000001104,Clopidogrel 25mg/5ml oral suspension (Special Order)
31140711000001100,Clopidogrel 3.5mg oral powder sachets
31135811000001101,Clopidogrel 3.5mg oral powder sachets (Special Order)
429540001,Clopidogrel 300mg tablets
22342711000001109,Clopidogrel 4mg oral powder sachets
22334911000001103,Clopidogrel 4mg oral powder sachets (Special Order)
28415011000001107,Clopidogrel 5mg oral powder sachets
28407211000001108,Clopidogrel 5mg oral powder sachets (Special Order)
36903411000001109,Clopidogrel 5mg/5ml oral solution
36894011000001107,Clopidogrel 5mg/5ml oral solution (Special Order)
30919611000001101,Clopidogrel 6mg oral powder sachets
30874811000001100,Clopidogrel 6mg oral powder sachets (Special Order)
32392111000001102,Clopidogrel 6mg/ml oral suspension
32338411000001101,Clopidogrel 6mg/ml oral suspension (Special Order)
8816311000001106,Clopidogrel 75mg oral powder sachets
8808611000001102,Clopidogrel 75mg oral powder sachets (Special Order)
319799004,Clopidogrel 75mg tablets
15933611000001103,Clopidogrel 75mg tablets (A A H Pharmaceuticals Ltd)
27841311000001100,Clopidogrel 75mg tablets (Accord Healthcare Ltd)
15981011000001101,Clopidogrel 75mg tablets (Actavis UK Ltd)
15927711000001100,Clopidogrel 75mg tablets (Alliance Healthcare (Distribution) Ltd)
21643011000001107,Clopidogrel 75mg tablets (Almus Pharmaceuticals Ltd)
15923011000001108,Clopidogrel 75mg tablets (Arrow Generics Ltd)
18045011000001105,Clopidogrel 75mg tablets (Aspire Pharma Ltd)
17217211000001101,Clopidogrel 75mg tablets (Consilient Health Ltd)
13852611000001105,Clopidogrel 75mg tablets (DE Pharmaceuticals)
30138011000001107,Clopidogrel 75mg tablets (DE Pharmaceuticals)
17561911000001105,Clopidogrel 75mg tablets (Dexcel-Pharma Ltd)
10484111000001109,Clopidogrel 75mg tablets (Dowelhurst Ltd)
18474811000001106,Clopidogrel 75mg tablets (Dr Reddy's Laboratories (UK) Ltd)
32398611000001107,Clopidogrel 75mg tablets (Kent Pharmaceuticals Ltd)
29667511000001107,Clopidogrel 75mg tablets (Macleods Pharma UK Ltd)
16508911000001104,Clopidogrel 75mg tablets (Mawdsley-Brooks & Company Ltd)
30015311000001101,Clopidogrel 75mg tablets (Mawdsley-Brooks & Company Ltd)
23953911000001104,Clopidogrel 75mg tablets (Milpharm Ltd)
16247711000001100,Clopidogrel 75mg tablets (Mylan)
18221811000001107,Clopidogrel 75mg tablets (Necessity Supplies Ltd)
17861911000001109,Clopidogrel 75mg tablets (Phoenix Healthcare Distribution Ltd)
24108111000001101,Clopidogrel 75mg tablets (Sandoz Ltd)
14714411000001108,Clopidogrel 75mg tablets (Sigma Pharmaceuticals Plc)
18720411000001107,Clopidogrel 75mg tablets (Sigma Pharmaceuticals Plc)
15926111000001104,Clopidogrel 75mg tablets (Teva UK Ltd)
36870711000001106,Clopidogrel 75mg tablets (Torrent Pharma (UK) Ltd)
10511211000001106,Clopidogrel 75mg tablets (Waymade Healthcare Plc)
21936211000001107,Clopidogrel 75mg tablets (Waymade Healthcare Plc)
18548711000001103,Clopidogrel 75mg tablets (Wockhardt UK Ltd)
22700111000001103,Clopidogrel 75mg tablets (Zentiva)
22402511000001104,Clopidogrel 75mg/5ml oral solution
22244311000001106,Clopidogrel 75mg/5ml oral solution (Drug Tariff Special Order)
8426611000001103,Clopidogrel 75mg/5ml oral suspension
8400511000001109,Clopidogrel 75mg/5ml oral suspension (Drug Tariff Special Order)
34682711000001102,Clopidogrel 7mg/ml oral suspension
34676811000001103,Clopidogrel 7mg/ml oral suspension (Special Order)
714142006,Clopidogrel in oral dosage form
319759002,Dipyridamole 100mg tablets
151611000001100,Dipyridamole 100mg tablets (A A H Pharmaceuticals Ltd)
787811000001109,Dipyridamole 100mg tablets (Actavis UK Ltd)
650711000001100,Dipyridamole 100mg tablets (Alliance Healthcare (Distribution) Ltd)
17968711000001106,Dipyridamole 100mg tablets (Almus Pharmaceuticals Ltd)
23877611000001105,Dipyridamole 100mg tablets (DE Pharmaceuticals)
11020711000001109,Dipyridamole 100mg tablets (Dr Reddy's Laboratories (UK) Ltd)
17893111000001109,Dipyridamole 100mg tablets (Phoenix Healthcare Distribution Ltd)
29829411000001101,Dipyridamole 100mg tablets (Sigma Pharmaceuticals Plc)
8456611000001102,Dipyridamole 100mg/5ml oral solution
8456511000001101,Dipyridamole 100mg/5ml oral suspension
11945111000001109,Dipyridamole 100mg/5ml oral suspension sugar free
12028311000001108,Dipyridamole 10mg/5ml oral solution
12028411000001101,Dipyridamole 10mg/5ml oral suspension
12028711000001107,Dipyridamole 12.5mg/5ml oral solution
12028811000001104,Dipyridamole 12.5mg/5ml oral suspension
12029011000001100,Dipyridamole 15mg/5ml oral solution
12029211000001105,Dipyridamole 15mg/5ml oral suspension
319766001,Dipyridamole 200mg modified-release capsules
8456411000001100,Dipyridamole 200mg/5ml oral solution
8456311000001107,Dipyridamole 200mg/5ml oral suspension
31948811000001109,Dipyridamole 200mg/5ml oral suspension sugar free
32419011000001102,Dipyridamole 200mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
31940111000001104,Dipyridamole 200mg/5ml oral suspension sugar free (Thame Laboratories Ltd)
12029311000001102,Dipyridamole 20mg/5ml oral solution
12029511000001108,Dipyridamole 20mg/5ml oral suspension
8456211000001104,Dipyridamole 250mg/5ml oral solution
8456111000001105,Dipyridamole 250mg/5ml oral suspension
319758005,Dipyridamole 25mg tablets
848311000001106,Dipyridamole 25mg tablets (A A H Pharmaceuticals Ltd)
203211000001105,Dipyridamole 25mg tablets (Actavis UK Ltd)
894811000001102,Dipyridamole 25mg tablets (Alliance Healthcare (Distribution) Ltd)
23877911000001104,Dipyridamole 25mg tablets (DE Pharmaceuticals)
11020511000001104,Dipyridamole 25mg tablets (Dr Reddy's Laboratories (UK) Ltd)
17892911000001100,Dipyridamole 25mg tablets (Phoenix Healthcare Distribution Ltd)
29830011000001104,Dipyridamole 25mg tablets (Sigma Pharmaceuticals Plc)
8456011000001109,Dipyridamole 25mg/5ml oral solution
8455911000001101,Dipyridamole 25mg/5ml oral suspension
12029611000001107,Dipyridamole 30mg/5ml oral solution
12029711000001103,Dipyridamole 30mg/5ml oral suspension
8455811000001106,Dipyridamole 50mg/5ml oral solution
36070011000001108,Dipyridamole 50mg/5ml oral suspension sugar free
3995111000001105,Dipyridamole 50mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
104211000001106,Dipyridamole 50mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
23969411000001103,Dipyridamole 50mg/5ml oral suspension sugar free (DE Pharmaceuticals)
29674811000001105,Dipyridamole 50mg/5ml oral suspension sugar free (Pinewood Healthcare)
339811000001108,Dipyridamole 50mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)
15082611000001107,Dipyridamole 50mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
12029811000001106,Dipyridamole 5mg/5ml oral solution
12029911000001101,Dipyridamole 5mg/5ml oral suspension
37434811000001101,Efient 10mg tablets (CST Pharma Ltd)
15240211000001105,Efient 10mg tablets (Daiichi Sankyo UK Ltd)
38131611000001106,Efient 10mg tablets (DE Pharmaceuticals)
38606211000001107,Efient 10mg tablets (Pharmaram Ltd)
19527211000001106,Efient 10mg tablets (Waymade Healthcare Plc)
37435011000001106,Efient 5mg tablets (CST Pharma Ltd)
15241111000001105,Efient 5mg tablets (Daiichi Sankyo UK Ltd)
